KetQuaHocTapKey,SinhVienKey,KhoaKey,NganhKey,LopKey,MonHocKey,HocKyKey,GiangVienKey,DiemChuyenCan,DiemGiuaKy,DiemCuoiKy,DiemTongKet,DiemHe4,DiemChu,KetQua,SoTinChiDangKy,SoTinChiDat,SoTinChiKhongDat,LanHoc
51066,2803,4,9,40,204,7,40,8.0,7.9,7.9,7.9,3.0,B,Đạt,3,3,0,1
51067,2803,4,9,40,205,7,45,5.5,5.7,7.5,7.0,3.0,B,Đạt,2,2,0,1
51068,2803,4,9,40,206,7,40,7.2,4.0,6.6,6.1,2.0,C,Đạt,2,2,0,1
51069,2803,4,9,40,207,8,45,5.8,6.7,5.9,6.1,2.0,C,Đạt,3,3,0,1
51070,2803,4,9,40,208,8,47,9.4,6.6,7.7,7.7,3.0,B,Đạt,3,3,0,1
51071,2803,4,9,40,209,8,39,6.8,9.1,6.8,7.3,3.0,B,Đạt,2,2,0,1
51072,2803,4,9,40,210,8,38,8.6,6.6,7.6,7.5,3.0,B,Đạt,2,2,0,1
51073,2804,4,9,40,188,3,45,7.7,6.7,8.0,7.7,3.0,B,Đạt,3,3,0,1
51074,2804,4,9,40,189,3,48,6.9,8.1,6.2,6.7,2.0,C,Đạt,3,3,0,1
51075,2804,4,9,40,190,3,43,8.0,5.7,7.0,6.9,2.0,C,Đạt,3,3,0,1
51076,2804,4,9,40,4,3,41,9.6,9.9,8.1,8.6,4.0,A,Đạt,2,2,0,1
51077,2804,4,9,40,191,4,39,5.8,6.3,5.6,5.8,2.0,C,Đạt,3,3,0,1
51078,2804,4,9,40,192,4,40,10.0,9.4,9.6,9.6,4.0,A,Đạt,3,3,0,1
51079,2804,4,9,40,193,4,40,8.2,8.0,6.8,7.2,3.0,B,Đạt,3,3,0,1
51080,2804,4,9,40,194,4,43,8.1,9.5,6.7,7.4,3.0,B,Đạt,2,2,0,1
51081,2804,4,9,40,195,5,48,9.6,9.6,9.1,9.3,4.0,A,Đạt,3,3,0,1
51082,2804,4,9,40,196,5,44,6.8,6.2,6.8,6.7,2.0,C,Đạt,3,3,0,1
51083,2804,4,9,40,197,5,38,10.0,7.9,7.6,7.9,3.0,B,Đạt,3,3,0,1
51084,2804,4,9,40,198,5,47,7.0,4.6,7.3,6.7,2.0,C,Đạt,2,2,0,1
51085,2804,4,9,40,199,6,39,7.1,7.3,5.3,5.9,2.0,C,Đạt,3,3,0,1
51086,2804,4,9,40,200,6,37,9.3,9.2,8.3,8.6,4.0,A,Đạt,3,3,0,1
51087,2804,4,9,40,201,6,40,10.0,9.3,8.3,8.7,4.0,A,Đạt,3,3,0,1
51088,2804,4,9,40,202,6,44,6.9,7.9,6.5,6.8,2.0,C,Đạt,2,2,0,1
51089,2804,4,9,40,203,7,44,6.9,6.1,6.4,6.4,2.0,C,Đạt,3,3,0,1
51090,2804,4,9,40,204,7,44,7.8,4.6,7.3,6.8,2.0,C,Đạt,3,3,0,1
51091,2804,4,9,40,205,7,41,8.7,7.7,8.1,8.1,3.0,B,Đạt,2,2,0,1
51092,2804,4,9,40,206,7,44,4.0,2.1,3.4,3.2,0.0,F,Không đạt,2,0,2,1
51093,2804,4,9,40,207,8,48,9.5,7.6,9.0,8.7,4.0,A,Đạt,3,3,0,1
51094,2804,4,9,40,208,8,45,7.9,5.7,7.0,6.8,2.0,C,Đạt,3,3,0,1
51095,2804,4,9,40,209,8,38,6.2,6.5,6.2,6.3,2.0,C,Đạt,2,2,0,1
51096,2804,4,9,40,210,8,39,9.8,9.4,8.1,8.5,4.0,A,Đạt,2,2,0,1
51097,2805,4,9,40,188,3,47,9.6,10.0,8.9,9.2,4.0,A,Đạt,3,3,0,1
51098,2805,4,9,40,189,3,45,3.8,1.4,3.4,3.1,0.0,F,Không đạt,3,0,3,1
51099,2805,4,9,40,190,3,46,8.8,7.4,8.1,8.0,3.0,B,Đạt,3,3,0,1
51100,2805,4,9,40,4,3,41,8.7,8.0,5.8,6.5,2.0,C,Đạt,2,2,0,1
51101,2805,4,9,40,191,4,46,7.9,8.5,6.7,7.2,3.0,B,Đạt,3,3,0,1
51102,2805,4,9,40,192,4,37,8.8,7.4,8.5,8.3,3.0,B,Đạt,3,3,0,1
51103,2805,4,9,40,193,4,48,9.6,10.0,8.8,9.1,4.0,A,Đạt,3,3,0,1
51104,2805,4,9,40,194,4,44,7.2,7.6,7.2,7.3,3.0,B,Đạt,2,2,0,1
51105,2805,4,9,40,195,5,48,7.5,7.2,7.2,7.2,3.0,B,Đạt,3,3,0,1
51106,2805,4,9,40,196,5,42,8.2,9.0,7.6,8.0,3.0,B,Đạt,3,3,0,1
51107,2805,4,9,40,197,5,40,9.3,9.1,7.6,8.0,3.0,B,Đạt,3,3,0,1
51108,2805,4,9,40,198,5,44,5.5,8.6,5.6,6.2,2.0,C,Đạt,2,2,0,1
51109,2805,4,9,40,199,6,45,8.0,8.0,6.3,6.8,2.0,C,Đạt,3,3,0,1
51110,2805,4,9,40,200,6,41,9.5,8.8,8.1,8.4,3.0,B,Đạt,3,3,0,1
51111,2805,4,9,40,201,6,38,6.4,7.8,7.4,7.4,3.0,B,Đạt,3,3,0,1
51112,2805,4,9,40,202,6,41,9.2,9.3,8.8,8.9,4.0,A,Đạt,2,2,0,1
51113,2805,4,9,40,203,7,47,4.1,2.0,4.3,3.8,0.0,F,Không đạt,3,0,3,1
51114,2805,4,9,40,204,7,48,9.6,8.9,8.6,8.8,4.0,A,Đạt,3,3,0,1
51115,2805,4,9,40,205,7,38,2.7,2.0,3.1,2.8,0.0,F,Không đạt,2,0,2,1
51116,2805,4,9,40,206,7,44,7.0,7.1,7.0,7.0,3.0,B,Đạt,2,2,0,1
51117,2805,4,9,40,207,8,44,9.2,9.6,8.2,8.6,4.0,A,Đạt,3,3,0,1
51118,2805,4,9,40,208,8,38,9.2,8.2,8.3,8.4,3.0,B,Đạt,3,3,0,1
51119,2805,4,9,40,209,8,37,4.5,3.4,3.5,3.6,0.0,F,Không đạt,2,0,2,1
51120,2805,4,9,40,210,8,37,7.3,7.1,7.6,7.5,3.0,B,Đạt,2,2,0,1
51121,2806,4,9,40,188,3,46,8.0,7.8,8.2,8.1,3.0,B,Đạt,3,3,0,1
51122,2806,4,9,40,189,3,47,9.1,8.1,7.6,7.9,3.0,B,Đạt,3,3,0,1
51123,2806,4,9,40,190,3,37,9.3,8.7,8.6,8.7,4.0,A,Đạt,3,3,0,1
51124,2806,4,9,40,4,3,42,10.0,7.3,7.4,7.7,3.0,B,Đạt,2,2,0,1
51125,2806,4,9,40,191,4,42,8.7,7.7,9.1,8.8,4.0,A,Đạt,3,3,0,1
51126,2806,4,9,40,192,4,46,8.0,5.3,7.2,6.9,2.0,C,Đạt,3,3,0,1
51127,2806,4,9,40,193,4,44,8.5,7.9,8.1,8.1,3.0,B,Đạt,3,3,0,1
51128,2806,4,9,40,194,4,45,9.6,8.2,6.7,7.3,3.0,B,Đạt,2,2,0,1
51129,2806,4,9,40,195,5,48,7.1,8.2,7.4,7.5,3.0,B,Đạt,3,3,0,1
51130,2806,4,9,40,196,5,41,8.5,9.7,8.6,8.8,4.0,A,Đạt,3,3,0,1
51131,2806,4,9,40,197,5,44,5.3,6.4,5.5,5.7,2.0,C,Đạt,3,3,0,1
51132,2806,4,9,40,198,5,40,7.7,7.5,6.6,6.9,2.0,C,Đạt,2,2,0,1
51133,2806,4,9,40,199,6,43,9.1,8.1,8.5,8.5,4.0,A,Đạt,3,3,0,1
51134,2806,4,9,40,200,6,45,1.6,2.1,0.9,1.2,0.0,F,Không đạt,3,0,3,1
51135,2806,4,9,40,201,6,46,7.8,7.2,8.2,7.9,3.0,B,Đạt,3,3,0,1
51136,2806,4,9,40,202,6,45,8.3,9.3,7.3,7.8,3.0,B,Đạt,2,2,0,1
51137,2806,4,9,40,203,7,43,8.4,9.5,8.3,8.6,4.0,A,Đạt,3,3,0,1
51138,2806,4,9,40,204,7,46,7.0,8.0,7.2,7.3,3.0,B,Đạt,3,3,0,1
51139,2806,4,9,40,205,7,41,6.9,6.9,7.2,7.1,3.0,B,Đạt,2,2,0,1
51140,2806,4,9,40,206,7,42,5.0,4.8,3.3,3.7,0.0,F,Không đạt,2,0,2,1
51141,2806,4,9,40,207,8,46,3.0,2.0,2.2,2.2,0.0,F,Không đạt,3,0,3,1
51142,2806,4,9,40,208,8,45,9.2,8.5,8.5,8.5,4.0,A,Đạt,3,3,0,1
51143,2806,4,9,40,209,8,44,7.1,7.6,7.9,7.8,3.0,B,Đạt,2,2,0,1
51144,2806,4,9,40,210,8,47,7.6,7.0,6.9,7.0,3.0,B,Đạt,2,2,0,1
51145,2807,4,9,40,188,3,42,8.4,7.8,7.4,7.5,3.0,B,Đạt,3,3,0,1
51146,2807,4,9,40,189,3,41,6.1,7.6,5.8,6.2,2.0,C,Đạt,3,3,0,1
51147,2807,4,9,40,190,3,40,8.4,7.7,6.4,6.9,2.0,C,Đạt,3,3,0,1
51148,2807,4,9,40,4,3,42,8.9,7.6,6.7,7.1,3.0,B,Đạt,2,2,0,1
51149,2807,4,9,40,191,4,44,9.9,9.3,8.8,9.0,4.0,A,Đạt,3,3,0,1
51150,2807,4,9,40,192,4,40,8.0,9.4,6.4,7.2,3.0,B,Đạt,3,3,0,1
51151,2807,4,9,40,193,4,41,7.7,8.9,6.8,7.3,3.0,B,Đạt,3,3,0,1
51152,2807,4,9,40,194,4,43,7.2,6.3,7.3,7.1,3.0,B,Đạt,2,2,0,1
51153,2807,4,9,40,195,5,38,6.3,7.6,7.9,7.7,3.0,B,Đạt,3,3,0,1
51154,2807,4,9,40,196,5,37,6.4,7.3,5.9,6.2,2.0,C,Đạt,3,3,0,1
51155,2807,4,9,40,197,5,47,6.9,6.2,5.5,5.8,2.0,C,Đạt,3,3,0,1
51156,2807,4,9,40,198,5,37,2.4,1.9,2.0,2.0,0.0,F,Không đạt,2,0,2,1
51157,2807,4,9,40,199,6,46,6.6,7.4,6.8,6.9,2.0,C,Đạt,3,3,0,1
51158,2807,4,9,40,200,6,44,5.0,5.5,5.2,5.2,1.0,D,Đạt,3,3,0,1
51159,2807,4,9,40,201,6,46,8.4,7.7,6.8,7.1,3.0,B,Đạt,3,3,0,1
51160,2807,4,9,40,202,6,46,9.3,5.7,6.5,6.6,2.0,C,Đạt,2,2,0,1
51161,2807,4,9,40,203,7,45,7.0,8.5,7.1,7.4,3.0,B,Đạt,3,3,0,1
51162,2807,4,9,40,204,7,46,7.1,7.0,5.1,5.7,2.0,C,Đạt,3,3,0,1
51163,2807,4,9,40,205,7,39,2.4,1.2,3.2,2.7,0.0,F,Không đạt,2,0,2,1
51164,2807,4,9,40,206,7,38,8.4,9.9,8.2,8.5,4.0,A,Đạt,2,2,0,1
51165,2807,4,9,40,207,8,45,8.3,6.6,7.5,7.4,3.0,B,Đạt,3,3,0,1
51166,2807,4,9,40,208,8,37,9.1,10.0,7.8,8.4,3.0,B,Đạt,3,3,0,1
51167,2807,4,9,40,209,8,47,6.5,6.9,6.5,6.6,2.0,C,Đạt,2,2,0,1
51168,2807,4,9,40,210,8,48,6.3,7.2,5.9,6.2,2.0,C,Đạt,2,2,0,1
51169,2808,4,9,40,188,3,38,9.6,8.8,8.7,8.8,4.0,A,Đạt,3,3,0,1
51170,2808,4,9,40,189,3,43,9.7,7.1,7.8,7.8,3.0,B,Đạt,3,3,0,1
51171,2808,4,9,40,190,3,40,6.5,6.2,6.6,6.5,2.0,C,Đạt,3,3,0,1
51172,2808,4,9,40,4,3,48,7.3,6.5,7.6,7.3,3.0,B,Đạt,2,2,0,1
51173,2808,4,9,40,191,4,40,9.8,10.0,8.5,8.9,4.0,A,Đạt,3,3,0,1
51174,2808,4,9,40,192,4,43,10.0,6.7,8.3,8.1,3.0,B,Đạt,3,3,0,1
51175,2808,4,9,40,193,4,46,7.6,7.6,8.6,8.3,3.0,B,Đạt,3,3,0,1
51176,2808,4,9,40,194,4,43,8.9,9.2,8.6,8.7,4.0,A,Đạt,2,2,0,1
51177,2808,4,9,40,195,5,38,9.7,7.2,7.9,8.0,3.0,B,Đạt,3,3,0,1
51178,2808,4,9,40,196,5,43,8.4,9.0,7.2,7.6,3.0,B,Đạt,3,3,0,1
51179,2808,4,9,40,197,5,37,7.0,8.1,6.7,7.0,3.0,B,Đạt,3,3,0,1
51180,2808,4,9,40,198,5,39,8.7,10.0,9.4,9.4,4.0,A,Đạt,2,2,0,1
51181,2808,4,9,40,199,6,38,8.2,7.8,7.6,7.7,3.0,B,Đạt,3,3,0,1
51182,2808,4,9,40,200,6,46,9.7,8.2,7.7,8.0,3.0,B,Đạt,3,3,0,1
51183,2808,4,9,40,201,6,48,10.0,6.5,7.6,7.6,3.0,B,Đạt,3,3,0,1
51184,2808,4,9,40,202,6,48,8.8,5.7,7.9,7.5,3.0,B,Đạt,2,2,0,1
51185,2808,4,9,40,203,7,44,9.0,8.6,8.0,8.2,3.0,B,Đạt,3,3,0,1
51186,2808,4,9,40,204,7,39,6.1,7.2,6.4,6.5,2.0,C,Đạt,3,3,0,1
51187,2808,4,9,40,205,7,37,8.5,7.0,7.7,7.6,3.0,B,Đạt,2,2,0,1
51188,2808,4,9,40,206,7,45,3.3,3.1,2.6,2.8,0.0,F,Không đạt,2,0,2,1
51189,2808,4,9,40,207,8,44,2.6,3.4,2.6,2.7,0.0,F,Không đạt,3,0,3,1
51190,2808,4,9,40,208,8,40,6.9,6.8,6.5,6.6,2.0,C,Đạt,3,3,0,1
51191,2808,4,9,40,209,8,37,8.7,6.9,8.0,7.8,3.0,B,Đạt,2,2,0,1
51192,2808,4,9,40,210,8,38,8.1,9.2,8.3,8.5,4.0,A,Đạt,2,2,0,1
51193,2809,4,9,40,188,3,44,8.3,9.0,7.9,8.1,3.0,B,Đạt,3,3,0,1
51194,2809,4,9,40,189,3,43,7.3,8.2,6.6,7.0,3.0,B,Đạt,3,3,0,1
51195,2809,4,9,40,190,3,45,2.7,3.6,2.5,2.8,0.0,F,Không đạt,3,0,3,1
51196,2809,4,9,40,4,3,46,10.0,7.7,9.1,8.9,4.0,A,Đạt,2,2,0,1
51197,2809,4,9,40,191,4,47,7.1,7.3,8.2,7.9,3.0,B,Đạt,3,3,0,1
51198,2809,4,9,40,192,4,37,8.4,9.4,7.7,8.1,3.0,B,Đạt,3,3,0,1
51199,2809,4,9,40,193,4,47,8.9,7.9,7.9,8.0,3.0,B,Đạt,3,3,0,1
51200,2809,4,9,40,194,4,44,9.5,9.4,7.8,8.3,3.0,B,Đạt,2,2,0,1
51201,2809,4,9,40,195,5,42,7.3,6.8,7.0,7.0,3.0,B,Đạt,3,3,0,1
51202,2809,4,9,40,196,5,45,8.4,8.0,8.3,8.3,3.0,B,Đạt,3,3,0,1
51203,2809,4,9,40,197,5,37,9.1,8.4,9.3,9.1,4.0,A,Đạt,3,3,0,1
51204,2809,4,9,40,198,5,40,6.2,6.0,5.8,5.9,2.0,C,Đạt,2,2,0,1
51205,2809,4,9,40,199,6,44,9.3,7.9,8.0,8.1,3.0,B,Đạt,3,3,0,1
51206,2809,4,9,40,200,6,47,1.8,0.4,1.7,1.4,0.0,F,Không đạt,3,0,3,1
51207,2809,4,9,40,201,6,48,6.1,4.1,7.2,6.5,2.0,C,Đạt,3,3,0,1
51208,2809,4,9,40,202,6,47,8.7,8.8,8.7,8.7,4.0,A,Đạt,2,2,0,1
51209,2809,4,9,40,203,7,42,8.7,8.5,8.2,8.3,3.0,B,Đạt,3,3,0,1
51210,2809,4,9,40,204,7,38,8.3,8.6,8.1,8.2,3.0,B,Đạt,3,3,0,1
51211,2809,4,9,40,205,7,48,7.9,7.7,7.0,7.2,3.0,B,Đạt,2,2,0,1
51212,2809,4,9,40,206,7,47,7.7,7.2,7.3,7.3,3.0,B,Đạt,2,2,0,1
51213,2809,4,9,40,207,8,42,4.6,3.3,2.2,2.7,0.0,F,Không đạt,3,0,3,1
51214,2809,4,9,40,208,8,44,5.5,4.8,6.2,5.9,2.0,C,Đạt,3,3,0,1
51215,2809,4,9,40,209,8,45,6.6,7.0,7.0,6.9,2.0,C,Đạt,2,2,0,1
51216,2809,4,9,40,210,8,41,7.5,8.7,6.2,6.8,2.0,C,Đạt,2,2,0,1
51217,2810,4,9,40,188,3,44,8.7,7.3,7.5,7.6,3.0,B,Đạt,3,3,0,1
51218,2810,4,9,40,189,3,45,6.3,6.8,5.3,5.7,2.0,C,Đạt,3,3,0,1
51219,2810,4,9,40,190,3,47,9.4,10.0,8.2,8.7,4.0,A,Đạt,3,3,0,1
51220,2810,4,9,40,4,3,37,8.2,7.0,8.9,8.4,3.0,B,Đạt,2,2,0,1
51221,2810,4,9,40,191,4,47,9.0,9.1,9.0,9.0,4.0,A,Đạt,3,3,0,1
51222,2810,4,9,40,192,4,42,7.6,6.4,7.1,7.0,3.0,B,Đạt,3,3,0,1
51223,2810,4,9,40,193,4,43,7.4,6.0,8.3,7.7,3.0,B,Đạt,3,3,0,1
51224,2810,4,9,40,194,4,42,8.6,10.0,7.0,7.7,3.0,B,Đạt,2,2,0,1
51225,2810,4,9,40,195,5,41,4.9,2.7,3.7,3.6,0.0,F,Không đạt,3,0,3,1
51226,2810,4,9,40,196,5,43,8.3,7.1,8.3,8.1,3.0,B,Đạt,3,3,0,1
51227,2810,4,9,40,197,5,45,9.8,6.9,8.2,8.1,3.0,B,Đạt,3,3,0,1
51228,2810,4,9,40,198,5,37,6.4,4.5,5.6,5.4,1.0,D,Đạt,2,2,0,1
51229,2810,4,9,40,199,6,47,7.1,6.3,6.6,6.6,2.0,C,Đạt,3,3,0,1
51230,2810,4,9,40,200,6,38,6.6,6.9,5.4,5.8,2.0,C,Đạt,3,3,0,1
51231,2810,4,9,40,201,6,48,7.0,5.4,6.9,6.6,2.0,C,Đạt,3,3,0,1
51232,2810,4,9,40,202,6,47,8.3,7.8,7.5,7.7,3.0,B,Đạt,2,2,0,1
51233,2810,4,9,40,203,7,44,6.8,8.5,7.4,7.6,3.0,B,Đạt,3,3,0,1
51234,2810,4,9,40,204,7,44,8.7,7.4,7.7,7.7,3.0,B,Đạt,3,3,0,1
51235,2810,4,9,40,205,7,38,3.3,3.9,3.8,3.8,0.0,F,Không đạt,2,0,2,1
51236,2810,4,9,40,206,7,46,9.6,9.8,9.2,9.4,4.0,A,Đạt,2,2,0,1
51237,2810,4,9,40,207,8,39,2.5,2.6,1.6,1.9,0.0,F,Không đạt,3,0,3,1
51238,2810,4,9,40,208,8,44,7.8,6.4,8.3,7.9,3.0,B,Đạt,3,3,0,1
51239,2810,4,9,40,209,8,37,7.2,8.3,7.2,7.5,3.0,B,Đạt,2,2,0,1
51240,2810,4,9,40,210,8,42,8.5,6.6,8.4,8.1,3.0,B,Đạt,2,2,0,1
51241,2811,4,9,40,188,3,47,7.7,8.4,7.6,7.8,3.0,B,Đạt,3,3,0,1
51242,2811,4,9,40,189,3,48,8.4,8.8,7.6,7.9,3.0,B,Đạt,3,3,0,1
51243,2811,4,9,40,190,3,41,7.3,6.2,6.6,6.6,2.0,C,Đạt,3,3,0,1
51244,2811,4,9,40,4,3,47,8.3,9.1,8.0,8.2,3.0,B,Đạt,2,2,0,1
51245,2811,4,9,40,191,4,47,2.9,3.1,2.4,2.6,0.0,F,Không đạt,3,0,3,1
51246,2811,4,9,40,192,4,42,6.0,7.9,7.2,7.2,3.0,B,Đạt,3,3,0,1
51247,2811,4,9,40,193,4,38,6.9,5.1,7.6,7.1,3.0,B,Đạt,3,3,0,1
51248,2811,4,9,40,194,4,44,9.7,7.6,7.6,7.8,3.0,B,Đạt,2,2,0,1
51249,2811,4,9,40,195,5,38,7.5,7.8,7.7,7.7,3.0,B,Đạt,3,3,0,1
51250,2811,4,9,40,196,5,39,7.0,6.5,6.1,6.3,2.0,C,Đạt,3,3,0,1
51251,2811,4,9,40,197,5,48,7.6,4.6,6.8,6.5,2.0,C,Đạt,3,3,0,1
51252,2811,4,9,40,198,5,45,9.1,9.8,6.8,7.6,3.0,B,Đạt,2,2,0,1
51253,2811,4,9,40,199,6,43,7.6,9.6,6.9,7.5,3.0,B,Đạt,3,3,0,1
51254,2811,4,9,40,200,6,48,8.3,6.4,7.0,7.0,3.0,B,Đạt,3,3,0,1
51255,2811,4,9,40,201,6,42,7.7,7.7,6.9,7.1,3.0,B,Đạt,3,3,0,1
51256,2811,4,9,40,202,6,47,8.0,6.7,7.9,7.6,3.0,B,Đạt,2,2,0,1
51257,2811,4,9,40,203,7,46,5.6,6.7,6.3,6.3,2.0,C,Đạt,3,3,0,1
51258,2811,4,9,40,204,7,40,8.6,7.7,6.8,7.1,3.0,B,Đạt,3,3,0,1
51259,2811,4,9,40,205,7,46,6.4,6.7,5.3,5.7,2.0,C,Đạt,2,2,0,1
51260,2811,4,9,40,206,7,38,5.9,6.8,6.0,6.1,2.0,C,Đạt,2,2,0,1
51261,2811,4,9,40,207,8,47,7.3,7.7,6.3,6.7,2.0,C,Đạt,3,3,0,1
51262,2811,4,9,40,208,8,38,8.0,7.6,6.9,7.1,3.0,B,Đạt,3,3,0,1
51263,2811,4,9,40,209,8,41,6.9,7.8,5.5,6.1,2.0,C,Đạt,2,2,0,1
51264,2811,4,9,40,210,8,42,7.6,6.3,7.4,7.2,3.0,B,Đạt,2,2,0,1
51265,2812,4,9,40,188,3,47,9.2,10.0,9.1,9.3,4.0,A,Đạt,3,3,0,1
51266,2812,4,9,40,189,3,45,8.2,9.5,6.9,7.6,3.0,B,Đạt,3,3,0,1
51267,2812,4,9,40,190,3,48,7.3,7.2,8.3,8.0,3.0,B,Đạt,3,3,0,1
51268,2812,4,9,40,4,3,45,7.7,7.5,7.1,7.2,3.0,B,Đạt,2,2,0,1
51269,2812,4,9,40,191,4,38,7.6,7.7,7.4,7.5,3.0,B,Đạt,3,3,0,1
51270,2812,4,9,40,192,4,41,7.3,7.6,7.8,7.7,3.0,B,Đạt,3,3,0,1
51271,2812,4,9,40,193,4,42,7.6,7.4,7.6,7.6,3.0,B,Đạt,3,3,0,1
51272,2812,4,9,40,194,4,37,8.5,8.0,6.3,6.8,2.0,C,Đạt,2,2,0,1
51273,2812,4,9,40,195,5,37,8.9,8.4,7.1,7.6,3.0,B,Đạt,3,3,0,1
51274,2812,4,9,40,196,5,47,6.5,6.6,5.9,6.1,2.0,C,Đạt,3,3,0,1
51275,2812,4,9,40,197,5,42,6.9,5.5,6.5,6.3,2.0,C,Đạt,3,3,0,1
51276,2812,4,9,40,198,5,42,7.4,7.2,6.9,7.0,3.0,B,Đạt,2,2,0,1
51277,2812,4,9,40,199,6,45,7.2,6.9,7.0,7.0,3.0,B,Đạt,3,3,0,1
51278,2812,4,9,40,200,6,47,9.2,8.2,8.1,8.2,3.0,B,Đạt,3,3,0,1
51279,2812,4,9,40,201,6,38,8.5,8.1,9.2,8.9,4.0,A,Đạt,3,3,0,1
51280,2812,4,9,40,202,6,46,9.8,8.2,6.5,7.2,3.0,B,Đạt,2,2,0,1
51281,2812,4,9,40,203,7,45,8.7,8.3,8.1,8.2,3.0,B,Đạt,3,3,0,1
51282,2812,4,9,40,204,7,44,8.9,6.8,8.3,8.0,3.0,B,Đạt,3,3,0,1
51283,2812,4,9,40,205,7,42,10.0,10.0,8.1,8.7,4.0,A,Đạt,2,2,0,1
51284,2812,4,9,40,206,7,39,8.1,7.2,7.5,7.5,3.0,B,Đạt,2,2,0,1
51285,2812,4,9,40,207,8,47,7.0,8.9,6.1,6.7,2.0,C,Đạt,3,3,0,1
51286,2812,4,9,40,208,8,40,9.9,10.0,9.4,9.5,4.0,A,Đạt,3,3,0,1
51287,2812,4,9,40,209,8,44,5.1,6.2,5.7,5.8,2.0,C,Đạt,2,2,0,1
51288,2812,4,9,40,210,8,44,10.0,10.0,10.0,10.0,4.0,A,Đạt,2,2,0,1
51289,2813,4,9,40,188,3,38,8.6,7.7,7.3,7.5,3.0,B,Đạt,3,3,0,1
51290,2813,4,9,40,189,3,39,6.1,7.1,7.3,7.1,3.0,B,Đạt,3,3,0,1
51291,2813,4,9,40,190,3,40,7.8,5.1,7.1,6.8,2.0,C,Đạt,3,3,0,1
51292,2813,4,9,40,4,3,42,8.1,5.5,8.0,7.5,3.0,B,Đạt,2,2,0,1
51293,2813,4,9,40,191,4,40,9.3,9.2,7.7,8.2,3.0,B,Đạt,3,3,0,1
51294,2813,4,9,40,192,4,39,10.0,8.0,9.2,9.0,4.0,A,Đạt,3,3,0,1
51295,2813,4,9,40,193,4,47,8.5,7.0,7.8,7.7,3.0,B,Đạt,3,3,0,1
51296,2813,4,9,40,194,4,44,8.6,8.0,8.0,8.1,3.0,B,Đạt,2,2,0,1
51297,2813,4,9,40,195,5,48,7.0,5.9,6.6,6.5,2.0,C,Đạt,3,3,0,1
51298,2813,4,9,40,196,5,46,8.2,7.3,7.5,7.5,3.0,B,Đạt,3,3,0,1
51299,2813,4,9,40,197,5,38,10.0,8.8,8.4,8.6,4.0,A,Đạt,3,3,0,1
51300,2813,4,9,40,198,5,44,5.9,5.4,6.0,5.9,2.0,C,Đạt,2,2,0,1
51301,2813,4,9,40,199,6,43,6.0,7.8,6.8,6.9,2.0,C,Đạt,3,3,0,1
51302,2813,4,9,40,200,6,39,5.3,3.9,5.8,5.4,1.0,D,Đạt,3,3,0,1
51303,2813,4,9,40,201,6,47,10.0,9.4,8.5,8.8,4.0,A,Đạt,3,3,0,1
51304,2813,4,9,40,202,6,41,7.8,6.8,8.5,8.1,3.0,B,Đạt,2,2,0,1
51305,2813,4,9,40,203,7,44,7.6,9.1,8.0,8.2,3.0,B,Đạt,3,3,0,1
51306,2813,4,9,40,204,7,40,7.8,8.6,7.4,7.7,3.0,B,Đạt,3,3,0,1
51307,2813,4,9,40,205,7,48,7.3,6.4,6.2,6.4,2.0,C,Đạt,2,2,0,1
51308,2813,4,9,40,206,7,42,6.6,5.5,6.9,6.6,2.0,C,Đạt,2,2,0,1
51309,2813,4,9,40,207,8,45,7.0,7.1,7.0,7.0,3.0,B,Đạt,3,3,0,1
51310,2813,4,9,40,208,8,41,7.8,7.4,7.7,7.6,3.0,B,Đạt,3,3,0,1
51311,2813,4,9,40,209,8,43,8.0,9.8,8.0,8.4,3.0,B,Đạt,2,2,0,1
51312,2813,4,9,40,210,8,39,8.2,9.0,7.2,7.6,3.0,B,Đạt,2,2,0,1
51313,2814,4,9,40,188,3,43,8.3,7.4,6.5,6.8,2.0,C,Đạt,3,3,0,1
51314,2814,4,9,40,189,3,40,7.3,8.1,6.3,6.7,2.0,C,Đạt,3,3,0,1
51315,2814,4,9,40,190,3,46,9.2,8.3,8.4,8.5,4.0,A,Đạt,3,3,0,1
51316,2814,4,9,40,4,3,48,7.9,8.1,6.8,7.1,3.0,B,Đạt,2,2,0,1
51317,2814,4,9,40,191,4,38,7.5,7.5,6.3,6.7,2.0,C,Đạt,3,3,0,1
51318,2814,4,9,40,192,4,42,5.3,4.9,5.7,5.5,2.0,C,Đạt,3,3,0,1
51319,2814,4,9,40,193,4,48,9.6,8.4,7.9,8.2,3.0,B,Đạt,3,3,0,1
51320,2814,4,9,40,194,4,43,8.5,9.0,8.8,8.8,4.0,A,Đạt,2,2,0,1
51321,2814,4,9,40,195,5,41,10.0,8.7,9.3,9.3,4.0,A,Đạt,3,3,0,1
51322,2814,4,9,40,196,5,42,9.0,8.2,8.5,8.5,4.0,A,Đạt,3,3,0,1
51323,2814,4,9,40,197,5,46,8.6,8.8,9.5,9.3,4.0,A,Đạt,3,3,0,1
51324,2814,4,9,40,198,5,38,6.7,3.6,6.2,5.7,2.0,C,Đạt,2,2,0,1
51325,2814,4,9,40,199,6,42,7.3,6.4,7.3,7.2,3.0,B,Đạt,3,3,0,1
