HoSoKey,SinhVienKey,KhoaKey,NganhKey,LopKey,HocKyGanNhatKey,SoHocKyDaHoc,GPATichLuyHienTai,DiemRenLuyenGanNhat,TongTinChiDangKy,TongTinChiDat,TongTinChiNo,TongSoMonRot,SoMonHocLai,SoLanCanhBao,XepLoaiHocTapKey,XepLoaiRenLuyenKey,CanhBaoKey,NhomNguyCo,TrangThaiTotNghiep
2538,2052,3,7,29,8,8,3.08,68,8,8,0,1,1,1,3,3,1,Trung bình,Tốt nghiệp
2539,1604,2,5,23,8,4,2.56,80,11,11,3,1,1,1,4,2,1,Trung bình,Cảnh báo học vụ
2540,1605,2,5,23,8,4,3.19,76,11,9,2,1,1,0,4,3,1,Thấp,Đang học
2541,1606,2,5,23,8,4,3.09,73,11,11,0,1,1,1,2,3,1,Thấp,Đang học
2542,1607,2,5,23,8,4,3.19,81,11,11,0,0,0,0,3,2,1,Thấp,Đang học
2543,1608,2,5,23,8,4,2.88,75,11,11,0,0,0,0,3,3,1,Thấp,Đang học
2544,1609,2,5,23,8,4,2.88,81,11,11,0,0,0,0,3,2,1,Thấp,Đang học
2545,3180,5,10,45,8,6,2.28,69,10,10,7,4,4,3,3,3,1,Cao,Đang học
2546,3181,5,10,45,8,6,2.95,85,10,10,0,0,0,0,3,2,1,Thấp,Đang học
2547,3182,5,10,45,8,6,2.75,79,10,7,3,2,2,2,5,3,2,Trung bình,Đang học
2548,206,1,1,3,8,4,2.36,69,12,9,3,2,2,2,4,3,2,Trung bình,Đang học
2549,207,1,1,3,8,4,2.19,79,12,12,12,4,4,2,2,3,1,Cao,Cảnh báo học vụ
2550,208,1,1,4,8,2,2.35,72,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
2551,209,1,1,4,8,2,3.52,87,12,12,0,0,0,0,1,2,1,Thấp,Đang học
2552,210,1,1,4,8,2,2.48,78,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
2553,1610,2,5,23,8,4,2.58,74,11,11,2,1,1,0,3,3,1,Thấp,Đang học
2554,1611,2,5,23,8,4,2.3,77,11,9,8,3,3,3,5,3,2,Cao,Cảnh báo học vụ
2555,2049,3,7,29,8,8,2.99,87,8,8,0,2,2,2,1,2,1,Thấp,Tốt nghiệp
2556,2050,3,7,29,8,8,3.14,79,8,8,0,0,0,0,1,3,1,Thấp,Tốt nghiệp
2557,1612,2,5,23,8,4,2.35,72,11,11,3,2,2,1,3,3,1,Trung bình,Đang học
2558,1613,2,5,23,8,4,2.74,81,11,11,0,0,0,0,3,2,1,Thấp,Đang học
2559,1614,2,5,23,8,4,2.91,83,11,11,0,0,0,0,3,2,1,Thấp,Đang học
2560,1615,2,5,23,8,4,3.21,80,11,9,2,1,1,0,3,2,1,Thấp,Đang học
2561,200,1,1,3,8,4,2.38,78,12,12,3,1,1,1,3,3,1,Trung bình,Đang học
2562,201,1,1,3,8,4,2.43,71,12,12,0,1,1,1,3,3,1,Trung bình,Đang học
2563,3183,5,10,45,8,6,2.67,74,10,8,3,3,3,3,5,3,2,Cao,Đang học
2564,3184,5,10,45,8,6,2.16,66,10,8,3,3,3,2,5,3,3,Trung bình,Đang học
2565,202,1,1,3,8,4,2.62,76,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
2566,203,1,1,3,8,4,1.81,68,12,12,12,4,4,4,3,3,2,Cao,Cảnh báo học vụ
2567,204,1,1,3,8,4,1.83,55,12,9,12,4,4,3,5,4,3,Cao,Cảnh báo học vụ
2568,205,1,1,3,8,4,2.74,80,12,12,0,0,0,0,3,2,1,Thấp,Đang học
2569,2047,3,7,29,8,8,2.43,87,8,8,0,4,4,4,3,2,1,Trung bình,Tốt nghiệp
2570,2048,3,7,29,8,8,3.1,82,8,8,0,0,0,0,2,2,1,Thấp,Tốt nghiệp
2571,1616,2,5,23,8,4,2.56,90,11,11,0,1,1,1,3,1,1,Thấp,Đang học
2572,1617,2,5,23,8,4,2.63,85,11,11,0,1,1,1,3,2,1,Thấp,Đang học
2573,1618,2,5,23,8,4,1.88,74,11,11,12,5,5,4,4,3,2,Cao,Cảnh báo học vụ
2574,1619,2,5,23,8,4,2.14,66,11,8,3,2,2,3,5,3,4,Trung bình,Đang học
2575,1620,2,5,23,8,4,3.0,72,11,11,0,0,0,0,3,3,1,Thấp,Đang học
2576,1621,2,5,24,8,2,2.57,83,10,8,2,1,1,1,5,2,2,Trung bình,Đang học
2577,195,1,1,3,8,4,1.62,60,12,9,10,4,4,3,5,4,3,Cao,Cảnh báo học vụ
2578,196,1,1,3,8,4,2.51,76,12,12,3,1,1,1,3,3,1,Trung bình,Đang học
2579,197,1,1,3,8,4,2.51,80,12,12,3,1,1,1,3,2,1,Trung bình,Đang học
2580,3185,5,10,45,8,6,2.83,59,10,7,3,1,1,1,4,4,2,Trung bình,Đang học
2581,3186,5,10,45,8,6,1.94,77,10,4,10,6,6,4,5,3,4,Cao,Cảnh báo học vụ
2582,3187,5,10,45,8,6,2.48,77,10,7,3,3,3,2,5,3,2,Cao,Đang học
2583,198,1,1,3,8,4,1.74,77,12,12,7,5,5,4,3,3,2,Cao,Cảnh báo học vụ
2584,199,1,1,3,8,4,2.74,83,12,12,1,1,1,1,3,2,1,Thấp,Đang học
2585,1622,2,5,24,8,2,3.52,78,10,10,0,0,0,0,2,3,1,Thấp,Đang học
2586,1623,2,5,24,8,2,2.81,80,10,8,2,1,1,0,4,2,1,Thấp,Đang học
2587,1624,2,5,24,8,2,3.14,91,10,10,0,0,0,0,2,1,1,Thấp,Đang học
2588,1625,2,5,24,8,2,2.67,71,10,7,3,1,1,1,4,3,2,Trung bình,Đang học
2589,1626,2,5,24,8,2,2.81,75,10,10,0,0,0,0,3,3,1,Thấp,Đang học
2590,1627,2,5,24,8,2,2.52,77,10,10,3,1,1,1,3,3,1,Trung bình,Đang học
2591,2045,3,7,29,8,8,3.1,74,8,8,0,1,1,1,3,3,1,Thấp,Tốt nghiệp
2592,2046,3,7,29,8,8,2.85,85,8,8,0,3,3,2,2,2,1,Thấp,Tốt nghiệp
2593,3188,5,10,45,8,6,2.58,71,10,8,2,2,2,1,4,3,1,Thấp,Đang học
2594,3189,5,10,45,8,6,2.5,69,10,7,4,3,3,3,5,3,2,Trung bình,Cảnh báo học vụ
2595,3190,5,10,45,8,6,2.45,77,10,10,3,3,3,3,4,3,1,Trung bình,Đang học
2596,190,1,1,3,8,4,2.68,67,12,9,3,1,1,1,5,3,3,Trung bình,Đang học
2597,191,1,1,3,8,4,2.28,83,12,12,7,3,3,2,3,2,1,Cao,Đang học
2598,192,1,1,3,8,4,2.3,65,12,6,6,2,2,1,5,3,4,Trung bình,Cảnh báo học vụ
2599,193,1,1,3,8,4,2.47,75,12,12,1,1,1,1,3,3,1,Trung bình,Đang học
2600,194,1,1,3,8,4,2.49,73,12,12,3,3,3,2,3,3,1,Trung bình,Đang học
2601,2043,3,7,29,8,8,2.71,80,8,8,0,2,2,1,3,2,1,Thấp,Tốt nghiệp
2602,2044,3,7,29,8,8,2.99,92,8,8,0,1,1,0,1,1,1,Thấp,Tốt nghiệp
2603,1628,2,5,24,8,2,2.67,91,10,10,0,0,0,0,3,1,1,Thấp,Đang học
2604,1629,2,5,24,8,2,3.05,78,10,8,2,1,1,0,3,3,1,Thấp,Đang học
2605,1630,2,5,24,8,2,3.24,83,10,8,2,1,1,0,3,2,1,Thấp,Đang học
2606,1631,2,5,24,8,2,3.43,83,10,10,0,0,0,0,2,2,1,Thấp,Cảnh báo học vụ
2607,1632,2,5,24,8,2,2.86,72,10,10,0,0,0,0,3,3,1,Thấp,Đang học
2608,1633,2,5,24,8,2,3.05,79,10,10,0,0,0,0,3,3,1,Thấp,Đang học
2609,184,1,1,3,8,4,2.91,77,12,12,0,0,0,0,3,3,1,Thấp,Đang học
2610,185,1,1,3,8,4,2.47,77,12,12,1,2,2,2,3,3,1,Trung bình,Đang học
2611,3191,5,10,45,8,6,2.86,75,10,10,0,0,0,0,4,3,1,Thấp,Đang học
2612,3192,5,10,45,8,6,2.78,76,10,10,0,2,2,2,3,3,1,Thấp,Đang học
2613,186,1,1,3,8,4,2.32,96,12,12,2,3,3,1,2,1,1,Trung bình,Đang học
2614,187,1,1,3,8,4,2.51,64,12,12,4,2,2,2,4,4,1,Trung bình,Cảnh báo học vụ
2615,188,1,1,3,8,4,2.32,72,12,12,0,0,0,0,4,3,1,Trung bình,Đang học
2616,189,1,1,3,8,4,2.72,86,12,12,0,0,0,0,3,2,1,Thấp,Đang học
2617,1634,2,5,24,8,2,2.86,74,10,10,0,0,0,0,3,3,1,Thấp,Đang học
2618,1635,2,5,24,8,2,3.14,71,10,10,0,0,0,0,3,3,1,Thấp,Đang học
2619,2041,3,7,29,8,8,3.13,80,8,8,0,0,0,0,3,2,1,Thấp,Tốt nghiệp
2620,2042,3,7,29,8,8,3.01,97,8,8,0,1,1,1,1,1,1,Thấp,Tốt nghiệp
2621,1636,2,5,24,8,2,3.14,78,10,10,0,0,0,0,3,3,1,Thấp,Đang học
2622,1637,2,5,24,8,2,3.33,76,10,10,0,0,0,0,1,3,1,Thấp,Đang học
2623,1638,2,5,24,8,2,3.14,76,10,10,0,0,0,0,3,3,1,Thấp,Đang học
2624,1639,2,5,24,8,2,3.33,90,10,10,0,0,0,0,2,1,1,Thấp,Đang học
2625,179,1,1,3,8,4,2.17,87,12,9,6,3,3,3,4,2,2,Cao,Đang học
2626,180,1,1,3,8,4,2.43,83,12,12,1,2,2,2,3,2,1,Trung bình,Đang học
2627,181,1,1,3,8,4,2.17,76,12,6,9,3,3,2,5,3,3,Cao,Đang học
2628,3193,5,10,45,8,6,2.55,75,10,10,0,2,2,2,3,3,1,Thấp,Đang học
2629,3194,5,10,45,8,6,2.69,82,10,10,3,1,1,1,2,2,1,Trung bình,Đang học
2630,3195,5,10,45,8,6,2.94,63,10,7,3,2,2,2,5,4,2,Trung bình,Đang học
2631,182,1,1,3,8,4,1.85,69,12,9,12,4,4,3,5,3,3,Cao,Đang học
2632,183,1,1,3,8,4,2.34,68,12,12,0,1,1,2,3,3,1,Trung bình,Đang học
2633,1640,2,5,24,8,2,3.24,89,10,10,0,0,0,0,2,2,1,Thấp,Đang học
2634,1641,2,5,24,8,2,3.24,83,10,10,0,0,0,0,2,2,1,Thấp,Đang học
2635,1642,2,5,24,8,2,3.57,77,10,10,0,0,0,0,2,3,1,Thấp,Đang học
2636,1643,2,5,24,8,2,2.76,75,10,10,0,0,0,0,3,3,1,Thấp,Đang học
2637,2039,3,7,29,8,8,2.74,96,8,8,0,1,1,1,2,1,1,Thấp,Tốt nghiệp
2638,2040,3,7,29,8,8,2.69,79,8,8,6,3,3,1,3,3,1,Trung bình,Tốt nghiệp
2639,1644,2,5,24,8,2,2.95,89,10,10,0,0,0,0,3,2,1,Thấp,Đang học
2640,1645,2,5,24,8,2,2.81,83,10,10,0,0,0,0,3,2,1,Thấp,Đang học
2641,3196,5,10,45,8,6,2.84,89,10,10,0,1,1,1,3,2,1,Thấp,Đang học
2642,3197,5,10,45,8,6,2.77,61,10,7,3,2,2,2,4,4,2,Trung bình,Đang học
2643,3198,5,10,45,8,6,2.77,71,10,7,3,2,2,1,5,3,3,Trung bình,Đang học
2644,174,1,1,3,8,4,2.34,64,12,12,0,0,0,1,5,4,3,Trung bình,Cảnh báo học vụ
2645,175,1,1,3,8,4,2.62,74,12,12,0,0,0,0,3,3,1,Thấp,Đang học
2646,176,1,1,3,8,4,2.36,72,12,12,0,1,1,1,4,3,1,Trung bình,Đang học
2647,177,1,1,3,8,4,1.98,71,12,9,6,2,2,2,5,3,3,Cao,Đang học
2648,178,1,1,3,8,4,1.98,72,12,9,9,4,4,3,5,3,3,Cao,Đang học
2649,1646,2,5,24,8,2,3.05,94,10,10,0,0,0,0,2,1,1,Thấp,Đang học
2650,1647,2,5,24,8,2,3.48,82,10,10,0,0,0,0,2,2,1,Thấp,Đang học
2651,1648,2,5,24,8,2,3.24,83,10,10,0,0,0,0,2,2,1,Thấp,Đang học
2652,1649,2,5,24,8,2,3.19,86,10,10,0,0,0,0,3,2,1,Thấp,Đang học
2653,1650,2,5,24,8,2,3.33,86,10,10,0,0,0,0,2,2,1,Thấp,Đang học
2654,1651,2,5,24,8,2,3.19,83,10,10,0,0,0,0,2,2,1,Thấp,Đang học
2655,2037,3,7,29,8,8,3.12,91,8,8,0,0,0,0,1,1,1,Thấp,Tốt nghiệp
2656,2038,3,7,29,8,8,3.26,80,8,8,0,0,0,0,2,2,1,Thấp,Tốt nghiệp
2657,168,1,1,3,8,4,2.49,79,12,12,0,0,0,0,3,3,1,Trung bình,Đang học
2658,169,1,1,3,8,4,2.04,79,12,9,6,3,3,2,5,3,3,Cao,Cảnh báo học vụ
2659,3199,5,10,45,8,6,2.86,62,10,10,0,0,0,1,3,4,1,Trung bình,Đang học
2660,3200,5,10,45,8,6,2.77,82,10,10,1,1,1,1,2,2,1,Thấp,Đang học
2661,170,1,1,3,8,4,2.0,79,12,9,6,3,3,3,5,3,3,Trung bình,Đang học
2662,171,1,1,3,8,4,2.21,69,12,12,3,1,1,2,5,3,3,Cao,Đang học
2663,172,1,1,3,8,4,2.04,78,12,12,6,2,2,2,4,3,1,Trung bình,Cảnh báo học vụ
2664,173,1,1,3,8,4,2.06,58,12,9,3,1,1,1,5,4,4,Trung bình,Đang học
2665,2035,3,7,29,8,8,3.1,89,8,8,0,1,1,1,2,2,1,Thấp,Tốt nghiệp
2666,2036,3,7,29,8,8,3.27,78,8,8,0,0,0,0,2,3,1,Thấp,Tốt nghiệp
2667,1652,2,5,24,8,2,3.05,89,10,10,3,1,1,1,2,2,1,Trung bình,Đang học
2668,1653,2,5,24,8,2,3.62,95,10,10,0,0,0,0,2,1,1,Thấp,Đang học
2669,1654,2,5,24,8,2,3.0,80,10,10,0,0,0,0,3,2,1,Thấp,Đang học
2670,1655,2,5,24,8,2,3.0,82,10,10,0,0,0,0,3,2,1,Thấp,Đang học
2671,1656,2,5,24,8,2,3.38,95,10,10,0,0,0,0,2,1,1,Thấp,Đang học
2672,1657,2,5,24,8,2,3.29,91,10,10,0,0,0,0,2,1,1,Thấp,Đang học
2673,163,1,1,3,8,4,2.55,87,12,12,2,1,1,0,3,2,1,Thấp,Đang học
2674,164,1,1,3,8,4,2.57,78,12,12,0,1,1,1,3,3,1,Thấp,Đang học
2675,165,1,1,3,8,4,2.57,63,12,9,4,2,2,2,3,4,2,Cao,Đang học
2676,3201,5,10,45,8,6,2.78,79,10,10,1,1,1,1,4,3,1,Thấp,Đang học
2677,3202,5,10,45,8,6,3.05,63,10,5,5,2,2,1,5,4,3,Trung bình,Đang học
2678,3203,5,10,45,8,6,2.69,61,10,7,3,2,2,2,5,4,2,Trung bình,Đang học
2679,166,1,1,3,8,4,2.34,69,12,12,1,1,1,2,5,3,3,Cao,Đang học
2680,167,1,1,3,8,4,1.98,72,12,9,8,4,4,3,4,3,2,Cao,Cảnh báo học vụ
2681,1658,2,5,24,8,2,3.33,82,10,10,0,0,0,0,1,2,1,Thấp,Đang học
2682,1659,2,5,24,8,2,2.9,89,10,10,0,0,0,0,3,2,1,Thấp,Đang học
2683,2033,3,7,29,8,8,3.17,79,8,8,0,0,0,0,1,3,1,Thấp,Tốt nghiệp
2684,2034,3,7,29,8,8,2.93,88,8,8,1,2,2,2,3,2,1,Thấp,Tốt nghiệp
2685,1660,2,5,24,8,2,3.33,79,10,10,0,0,0,0,2,3,1,Thấp,Đang học
2686,1661,2,5,24,8,2,2.71,90,10,10,1,1,1,1,2,1,1,Thấp,Đang học
2687,1662,2,5,24,8,2,3.1,75,10,10,0,0,0,0,4,3,1,Thấp,Đang học
2688,1663,2,5,24,8,2,3.24,82,10,10,0,0,0,0,3,2,1,Thấp,Đang học
2689,3204,5,10,45,8,6,2.86,74,10,10,0,1,1,1,3,3,1,Thấp,Đang học
2690,3205,5,10,45,8,6,2.52,79,10,10,8,3,3,2,3,3,1,Cao,Đang học
2691,3206,5,10,45,8,6,2.86,81,10,10,0,0,0,0,3,2,1,Thấp,Đang học
2692,158,1,1,3,8,4,2.36,71,12,12,4,2,2,2,3,3,1,Trung bình,Đang học
2693,159,1,1,3,8,4,2.57,81,12,9,3,1,1,1,5,2,4,Trung bình,Đang học
2694,160,1,1,3,8,4,2.68,69,12,12,0,0,0,0,3,3,1,Trung bình,Bảo lưu
2695,161,1,1,3,8,4,2.23,79,12,9,3,2,2,2,4,3,2,Trung bình,Đang học
2696,162,1,1,3,8,4,2.81,79,12,12,0,1,1,1,3,3,1,Thấp,Đang học
2697,1664,2,5,24,8,2,3.43,92,10,10,0,0,0,0,3,1,1,Thấp,Đang học
2698,1665,2,5,24,8,2,2.86,84,10,10,0,0,0,0,3,2,1,Thấp,Đang học
2699,1666,2,5,24,8,2,3.29,80,10,10,0,0,0,0,2,2,1,Thấp,Đang học
2700,1667,2,5,24,8,2,3.0,95,10,10,0,0,0,0,3,1,1,Thấp,Đang học
2701,2031,3,7,29,8,8,3.11,90,8,8,0,0,0,0,3,1,1,Thấp,Tốt nghiệp
2702,2032,3,7,29,8,8,2.87,91,8,8,0,2,2,1,2,1,1,Thấp,Tốt nghiệp
2703,1668,2,5,24,8,2,2.86,91,10,10,0,0,0,0,3,1,1,Thấp,Đang học
2704,1669,2,5,24,8,2,3.1,77,10,10,0,0,0,0,3,3,1,Thấp,Đang học
2705,152,1,1,3,8,4,1.85,65,12,12,10,4,4,3,3,3,2,Cao,Cảnh báo học vụ
2706,153,1,1,3,8,4,2.3,77,12,9,6,2,2,2,5,3,3,Trung bình,Đang học
2707,3207,5,10,45,8,6,2.86,63,10,8,2,1,1,0,4,4,1,Trung bình,Đang học
2708,3208,5,10,45,8,6,2.89,64,10,10,0,1,1,1,4,4,1,Trung bình,Đang học
2709,154,1,1,3,8,4,2.3,80,12,12,3,2,2,2,4,2,1,Trung bình,Đang học
2710,155,1,1,3,8,4,2.36,69,12,12,3,1,1,1,4,3,1,Trung bình,Đang học
2711,156,1,1,3,8,4,2.49,84,12,12,3,1,1,1,3,2,1,Trung bình,Đang học
2712,157,1,1,3,8,4,2.17,71,12,9,7,3,3,2,5,3,3,Cao,Đang học
2713,1670,2,5,24,8,2,3.24,79,10,10,0,0,0,0,2,3,1,Thấp,Đang học
2714,1671,2,5,24,8,2,3.43,88,10,10,0,0,0,0,1,2,1,Thấp,Đang học
2715,1672,2,5,24,8,2,3.1,80,10,10,0,0,0,0,2,2,1,Thấp,Đang học
2716,1673,2,5,24,8,2,3.29,92,10,10,0,0,0,0,2,1,1,Thấp,Đang học
2717,1674,2,5,24,8,2,3.19,81,10,10,0,0,0,0,2,2,1,Thấp,Đang học
2718,1675,2,5,24,8,2,3.0,86,10,10,0,0,0,0,3,2,1,Thấp,Đang học
2719,2029,3,7,29,8,8,3.2,84,8,8,0,0,0,0,1,2,1,Thấp,Tốt nghiệp
2720,2030,3,7,29,8,8,2.96,88,8,8,3,3,3,1,1,2,1,Trung bình,Tốt nghiệp
2721,148,1,1,3,8,4,1.98,73,12,12,4,3,3,3,4,3,2,Cao,Đang học
2722,149,1,1,3,8,4,2.26,78,12,9,3,2,2,2,5,3,3,Trung bình,Đang học
2723,3209,5,10,45,8,6,2.45,67,10,7,5,3,3,2,5,3,2,Trung bình,Đang học
2724,3210,5,10,45,8,6,2.75,77,10,10,0,1,1,1,3,3,1,Thấp,Đang học
2725,3211,5,10,46,8,4,2.73,67,12,12,0,0,0,0,4,3,1,Trung bình,Đang học
2726,3212,5,10,46,8,4,2.34,68,12,9,3,1,1,1,5,3,4,Trung bình,Đang học
2727,150,1,1,3,8,4,2.43,86,12,12,0,1,1,1,3,2,1,Trung bình,Đang học
2728,151,1,1,3,8,4,1.83,76,12,12,9,5,5,4,3,3,2,Cao,Đang học
2729,2027,3,7,29,8,8,3.17,91,8,8,0,1,1,1,1,1,1,Thấp,Tốt nghiệp
2730,2028,3,7,29,8,8,2.69,85,8,8,0,2,2,1,2,2,1,Thấp,Tốt nghiệp
2731,1676,2,5,24,8,2,3.14,90,10,10,0,0,0,0,3,1,1,Thấp,Đang học
2732,1677,2,5,24,8,2,3.14,74,10,10,0,0,0,0,3,3,1,Thấp,Đang học
2733,1678,2,5,24,8,2,3.43,81,10,10,0,0,0,0,2,2,1,Thấp,Đang học
2734,1679,2,5,24,8,2,3.38,85,10,10,0,0,0,0,2,2,1,Thấp,Đang học
2735,1680,2,5,24,8,2,3.33,84,10,10,0,0,0,0,1,2,1,Thấp,Đang học
2736,1681,2,5,24,8,2,3.9,79,10,10,0,0,0,0,1,3,1,Thấp,Đang học
2737,144,1,1,3,8,4,1.98,70,12,6,10,4,4,3,5,3,3,Cao,Cảnh báo học vụ
2738,145,1,1,3,8,4,2.06,72,12,6,10,4,4,3,5,3,3,Cao,Cảnh báo học vụ
2739,3213,5,10,46,8,4,2.11,45,12,6,6,2,2,1,5,5,4,Cao,Đang học
2740,3214,5,10,46,8,4,2.34,60,12,9,6,3,3,3,5,4,3,Cao,Đang học
2741,3215,5,10,46,8,4,2.18,71,12,12,0,1,1,2,4,3,1,Trung bình,Đang học
2742,3216,5,10,46,8,4,2.98,74,12,12,0,0,0,0,2,3,1,Thấp,Đang học
2743,146,1,1,3,8,4,2.23,82,12,9,8,3,3,2,4,2,2,Cao,Đang học
2744,147,1,1,3,8,4,2.32,58,12,12,0,2,2,1,3,4,1,Trung bình,Đang học
2745,1682,2,5,24,8,2,3.24,88,10,8,2,1,1,0,2,2,1,Thấp,Đang học
2746,1683,2,5,24,8,2,3.33,79,10,10,0,0,0,0,3,3,1,Thấp,Đang học
2747,2025,3,7,29,8,8,2.43,78,8,8,6,3,3,1,4,3,1,Trung bình,Tốt nghiệp
2748,2026,3,7,29,8,8,3.15,79,8,8,0,1,1,0,3,3,1,Thấp,Tốt nghiệp
2749,1684,2,5,24,8,2,3.38,94,10,10,0,0,0,0,2,1,1,Thấp,Đang học
2750,1685,2,5,24,8,2,2.52,83,10,10,0,1,1,1,2,2,1,Thấp,Đang học
2751,1686,2,5,24,8,2,3.43,73,10,10,0,0,0,0,2,3,1,Thấp,Đang học
2752,1687,2,5,24,8,2,3.1,81,10,10,3,1,1,1,1,2,1,Trung bình,Đang học
2753,140,1,1,3,8,4,2.26,61,12,12,3,2,2,2,3,4,1,Trung bình,Đang học
2754,141,1,1,3,8,4,2.36,73,12,12,3,1,1,1,3,3,1,Trung bình,Đang học
2755,3217,5,10,46,8,4,2.32,66,12,9,5,3,3,1,5,3,3,Trung bình,Cảnh báo học vụ
2756,3218,5,10,46,8,4,2.68,81,12,12,0,0,0,0,3,2,1,Thấp,Đang học
2757,3219,5,10,46,8,4,2.0,66,12,9,7,3,3,3,5,3,3,Cao,Đang học
2758,3220,5,10,46,8,4,2.25,77,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
2759,142,1,1,3,8,4,2.04,67,12,6,6,3,3,2,5,3,4,Cao,Đang học
2760,143,1,1,3,8,4,2.23,78,12,6,6,3,3,2,5,3,4,Trung bình,Cảnh báo học vụ
2761,1688,2,5,24,8,2,3.14,83,10,7,3,1,1,1,3,2,2,Trung bình,Cảnh báo học vụ
2762,1689,2,5,24,8,2,3.38,84,10,10,0,0,0,0,2,2,1,Thấp,Đang học
2763,1690,2,5,24,8,2,3.19,86,10,10,0,0,0,0,2,2,1,Thấp,Đang học
2764,1691,2,5,24,8,2,3.19,81,10,10,0,0,0,0,3,2,1,Thấp,Đang học
2765,2023,3,7,29,8,8,2.81,84,8,8,1,2,2,1,3,2,1,Thấp,Tốt nghiệp
2766,2024,3,7,29,8,8,3.27,98,8,8,0,0,0,0,1,1,1,Thấp,Tốt nghiệp
2767,1692,2,5,24,8,2,3.14,91,10,10,0,0,0,0,3,1,1,Thấp,Đang học
2768,1693,2,5,24,8,2,3.38,93,10,10,0,0,0,0,3,1,1,Thấp,Đang học
2769,136,1,1,3,8,4,2.3,71,12,6,9,3,3,2,4,3,3,Cao,Đang học
2770,137,1,1,3,8,4,2.43,73,12,9,4,2,2,2,5,3,3,Cao,Đang học
2771,3221,5,10,46,8,4,1.98,60,12,12,3,2,2,3,4,4,2,Cao,Đang học
2772,3222,5,10,46,8,4,2.7,65,12,12,0,0,0,0,3,3,1,Trung bình,Đang học
2773,3223,5,10,46,8,4,2.32,67,12,9,8,3,3,2,5,3,3,Cao,Cảnh báo học vụ
2774,3224,5,10,46,8,4,1.89,68,12,9,4,2,2,2,5,3,3,Cao,Đang học
2775,138,1,1,3,8,4,2.11,71,12,12,1,1,1,2,3,3,1,Trung bình,Đang học
2776,139,1,1,3,8,4,2.49,81,12,12,3,1,1,1,3,2,1,Trung bình,Đang học
2777,1694,2,5,24,8,2,3.0,89,10,10,0,0,0,0,3,2,1,Thấp,Đang học
2778,1695,2,5,24,8,2,3.48,86,10,10,0,0,0,0,1,2,1,Thấp,Đang học
2779,1696,2,5,24,8,2,3.0,86,10,8,2,1,1,0,4,2,1,Thấp,Đang học
2780,1697,2,5,24,8,2,2.71,88,10,10,0,0,0,0,3,2,1,Thấp,Đang học
2781,1698,2,5,24,8,2,2.86,91,10,10,0,0,0,0,3,1,1,Thấp,Đang học
2782,1699,2,5,24,8,2,3.24,82,10,10,0,0,0,0,2,2,1,Thấp,Đang học
2783,2021,3,7,29,8,8,3.14,80,8,8,0,1,1,1,1,2,1,Thấp,Tốt nghiệp
2784,2022,3,7,29,8,8,3.08,85,8,8,0,0,0,0,4,2,1,Thấp,Tốt nghiệp
2785,3225,5,10,46,8,4,2.68,81,12,12,0,1,1,1,2,2,1,Thấp,Cảnh báo học vụ
2786,3226,5,10,46,8,4,2.66,78,12,12,0,1,1,0,3,3,1,Thấp,Đang học
2787,3227,5,10,46,8,4,2.39,80,12,9,4,2,2,2,4,2,2,Cao,Đang học
2788,3228,5,10,46,8,4,2.89,56,12,9,3,1,1,1,4,4,2,Trung bình,Đang học
2789,132,1,1,2,8,6,2.36,75,11,11,0,1,1,1,4,3,1,Trung bình,Đang học
2790,133,1,1,2,8,6,3.17,82,11,11,0,1,1,1,2,2,1,Thấp,Đang học
2791,134,1,1,2,8,6,3.03,80,11,11,0,0,0,0,3,2,1,Thấp,Đang học
2792,135,1,1,3,8,4,2.55,75,12,12,3,1,1,1,3,3,1,Trung bình,Đang học
2793,2019,3,7,29,8,8,3.05,84,8,8,3,2,2,1,2,2,1,Trung bình,Tốt nghiệp
2794,2020,3,7,29,8,8,2.88,90,8,8,0,2,2,0,2,1,1,Thấp,Tốt nghiệp
2795,1700,2,6,25,8,8,2.63,73,8,8,0,2,2,2,3,3,1,Thấp,Tốt nghiệp
2796,1701,2,6,25,8,8,2.9,90,8,8,0,1,1,1,1,1,1,Thấp,Tốt nghiệp
2797,1702,2,6,25,8,8,2.71,84,8,8,0,3,3,2,1,2,1,Thấp,Tốt nghiệp
2798,1703,2,6,25,8,8,2.95,78,8,8,0,1,1,1,1,3,1,Thấp,Tốt nghiệp
2799,1704,2,6,25,8,8,2.66,55,8,8,1,2,2,2,3,4,1,Trung bình,Tốt nghiệp
2800,1705,2,6,25,8,8,2.63,71,8,8,0,3,3,3,3,3,1,Thấp,Tốt nghiệp
2801,128,1,1,2,8,6,2.53,74,11,11,1,1,1,1,4,3,1,Thấp,Đang học
2802,3229,5,10,46,8,4,2.18,64,12,9,12,4,4,3,4,4,2,Cao,Cảnh báo học vụ
2803,3230,5,10,46,8,4,2.89,69,12,12,0,1,1,1,2,3,1,Trung bình,Đang học
2804,3231,5,10,46,8,4,2.32,71,12,12,3,1,1,1,3,3,1,Trung bình,Bảo lưu
2805,3232,5,10,46,8,4,2.7,84,12,9,4,2,2,2,4,2,2,Trung bình,Đang học
2806,129,1,1,2,8,6,2.64,75,11,11,0,2,2,2,3,3,1,Thấp,Đang học
