TongKetHocKyKey,SinhVienKey,KhoaKey,NganhKey,LopKey,HocKyKey,TongSoTinChiDangKy,TongSoTinChiDat,TongSoTinChiKhongDat,DiemTrungBinhHocKy,DiemTrungBinhTichLuy,DiemRenLuyen,XepLoaiHocTapKey,XepLoaiRenLuyenKey,CanhBaoKey,TrangThaiCanhBao,MucNguyCo,SoTinChiNoLuyKe,SoHocKyCanhBaoLienTiep
11361,2416,3,8,34,5,10,10,0,3.0,2.96,77,3,3,1,Không cảnh báo,Thấp,0,0
11362,2416,3,8,34,6,10,8,2,1.8,2.77,79,5,3,2,Cảnh báo nhẹ,Trung bình,2,1
11363,2416,3,8,34,7,12,12,0,3.33,2.86,89,2,2,1,Không cảnh báo,Thấp,2,0
11364,2416,3,8,34,8,8,8,0,3.25,2.9,94,2,1,1,Không cảnh báo,Thấp,0,0
11365,2417,3,8,34,1,10,10,0,3.4,3.4,86,2,2,1,Không cảnh báo,Thấp,0,0
11366,2417,3,8,34,2,11,11,0,3.27,3.33,93,2,1,1,Không cảnh báo,Thấp,0,0
11367,2417,3,8,34,3,10,10,0,2.8,3.16,82,3,2,1,Không cảnh báo,Thấp,0,0
11368,2417,3,8,34,4,11,11,0,3.55,3.26,87,2,2,1,Không cảnh báo,Thấp,0,0
11369,2417,3,8,34,5,10,8,2,2.6,3.13,87,3,2,1,Không cảnh báo,Thấp,2,0
11370,2417,3,8,34,6,10,10,0,3.3,3.16,85,2,2,1,Không cảnh báo,Thấp,0,0
11371,2417,3,8,34,7,12,12,0,3.5,3.22,85,2,2,1,Không cảnh báo,Thấp,0,0
11372,2417,3,8,34,8,8,8,0,3.75,3.27,84,1,2,1,Không cảnh báo,Thấp,0,0
11373,2418,3,8,34,1,10,10,0,3.1,3.1,91,3,1,1,Không cảnh báo,Thấp,0,0
11374,2418,3,8,34,2,11,8,3,2.36,2.71,98,4,1,2,Cảnh báo nhẹ,Trung bình,3,1
11375,2418,3,8,34,3,10,10,0,3.7,3.03,90,1,1,1,Không cảnh báo,Trung bình,3,0
11376,2418,3,8,34,4,11,11,0,2.73,2.95,84,3,2,1,Không cảnh báo,Trung bình,3,0
11377,2418,3,8,34,5,10,10,0,2.7,2.9,87,3,2,1,Không cảnh báo,Thấp,0,0
11378,2418,3,8,34,6,10,10,0,3.4,2.98,82,2,2,1,Không cảnh báo,Thấp,0,0
11379,2418,3,8,34,7,12,12,0,3.0,2.99,95,3,1,1,Không cảnh báo,Thấp,0,0
11380,2418,3,8,34,8,8,8,0,3.0,2.99,85,3,2,1,Không cảnh báo,Thấp,0,0
11381,2419,3,8,34,1,10,10,0,3.3,3.3,96,2,1,1,Không cảnh báo,Thấp,0,0
11382,2419,3,8,34,2,11,11,0,2.91,3.1,90,3,1,1,Không cảnh báo,Thấp,0,0
11383,2419,3,8,34,3,10,10,0,3.2,3.13,97,2,1,1,Không cảnh báo,Thấp,0,0
11384,2419,3,8,34,4,11,11,0,3.18,3.14,85,3,2,1,Không cảnh báo,Thấp,0,0
11385,2419,3,8,34,5,10,10,0,3.5,3.21,91,2,1,1,Không cảnh báo,Thấp,0,0
11386,2419,3,8,34,6,10,10,0,3.0,3.18,91,3,1,1,Không cảnh báo,Thấp,0,0
11387,2419,3,8,34,7,12,12,0,3.33,3.2,100,2,1,1,Không cảnh báo,Thấp,0,0
11388,2419,3,8,34,8,8,8,0,3.0,3.18,85,3,2,1,Không cảnh báo,Thấp,0,0
11389,2420,3,8,34,1,10,10,0,3.5,3.5,98,2,1,1,Không cảnh báo,Thấp,0,0
11390,2420,3,8,34,2,11,11,0,3.0,3.24,83,3,2,1,Không cảnh báo,Thấp,0,0
11391,2420,3,8,34,3,10,10,0,2.8,3.1,88,3,2,1,Không cảnh báo,Thấp,0,0
11392,2420,3,8,34,4,11,11,0,2.73,3.0,92,3,1,1,Không cảnh báo,Thấp,0,0
11393,2420,3,8,34,5,10,10,0,2.9,2.98,82,3,2,1,Không cảnh báo,Thấp,0,0
11394,2420,3,8,34,6,10,10,0,2.5,2.9,85,3,2,1,Không cảnh báo,Thấp,0,0
11395,2420,3,8,34,7,12,12,0,2.67,2.86,82,3,2,1,Không cảnh báo,Thấp,0,0
11396,2420,3,8,34,8,8,8,0,3.0,2.88,85,3,2,1,Không cảnh báo,Thấp,0,0
11397,2421,3,8,34,1,10,10,0,3.6,3.6,92,1,1,1,Không cảnh báo,Thấp,0,0
11398,2421,3,8,34,2,11,11,0,3.0,3.29,93,3,1,1,Không cảnh báo,Thấp,0,0
11399,2421,3,8,34,3,10,7,3,1.8,2.81,84,5,2,2,Cảnh báo nhẹ,Trung bình,3,1
11400,2421,3,8,34,4,11,9,2,2.73,2.79,85,3,2,1,Không cảnh báo,Thấp,2,0
11401,2421,3,8,34,5,10,10,0,3.4,2.9,88,2,2,1,Không cảnh báo,Thấp,2,0
11402,2421,3,8,34,6,10,10,0,2.8,2.89,93,3,1,1,Không cảnh báo,Thấp,2,0
11403,2421,3,8,34,7,12,12,0,3.17,2.93,80,3,2,1,Không cảnh báo,Thấp,0,0
11404,2421,3,8,34,8,8,8,0,4.0,3.04,86,1,2,1,Không cảnh báo,Thấp,0,0
11405,2422,3,8,34,1,10,10,0,3.0,3.0,84,3,2,1,Không cảnh báo,Thấp,0,0
11406,2422,3,8,34,2,11,11,0,3.0,3.0,90,3,1,1,Không cảnh báo,Thấp,0,0
11407,2422,3,8,34,3,10,10,0,3.3,3.1,100,2,1,1,Không cảnh báo,Thấp,0,0
11408,2422,3,8,34,4,11,11,0,2.73,3.0,82,3,2,1,Không cảnh báo,Thấp,0,0
11409,2422,3,8,34,5,10,10,0,3.2,3.04,92,2,1,1,Không cảnh báo,Thấp,0,0
11410,2422,3,8,34,6,10,8,2,2.7,2.98,90,3,1,1,Không cảnh báo,Thấp,2,0
11411,2422,3,8,34,7,12,12,0,3.58,3.08,88,2,2,1,Không cảnh báo,Thấp,0,0
11412,2422,3,8,34,8,8,8,0,3.75,3.15,85,1,2,1,Không cảnh báo,Thấp,0,0
11413,2423,3,8,34,1,10,10,0,3.0,3.0,95,3,1,1,Không cảnh báo,Thấp,0,0
11414,2423,3,8,34,2,11,11,0,2.73,2.86,95,3,1,1,Không cảnh báo,Thấp,0,0
11415,2423,3,8,34,3,10,10,0,3.6,3.1,96,1,1,1,Không cảnh báo,Thấp,0,0
11416,2423,3,8,34,4,11,5,6,1.64,2.71,76,5,3,3,Cảnh báo trung bình,Trung bình,6,1
11417,2423,3,8,34,5,10,8,2,2.2,2.62,68,4,3,1,Không cảnh báo,Cao,8,0
11418,2423,3,8,34,6,10,10,0,3.0,2.68,87,3,2,1,Không cảnh báo,Cao,8,0
11419,2423,3,8,34,7,12,12,0,3.58,2.82,95,2,1,1,Không cảnh báo,Cao,8,0
11420,2423,3,8,34,8,8,8,0,3.75,2.91,90,1,1,1,Không cảnh báo,Thấp,2,0
11421,2424,3,8,35,3,10,10,0,3.0,3.0,93,3,1,1,Không cảnh báo,Thấp,0,0
11422,2424,3,8,35,4,11,11,0,3.27,3.14,80,2,2,1,Không cảnh báo,Thấp,0,0
11423,2424,3,8,35,5,10,10,0,3.0,3.1,95,3,1,1,Không cảnh báo,Thấp,0,0
11424,2424,3,8,35,6,11,11,0,2.45,2.93,76,4,3,1,Không cảnh báo,Thấp,0,0
11425,2424,3,8,35,7,10,10,0,2.3,2.81,93,4,1,1,Không cảnh báo,Thấp,0,0
11426,2424,3,8,35,8,10,10,0,2.4,2.74,87,4,2,1,Không cảnh báo,Thấp,0,0
11427,2425,3,8,35,3,10,10,0,3.2,3.2,93,2,1,1,Không cảnh báo,Thấp,0,0
11428,2425,3,8,35,4,11,11,0,3.27,3.24,92,2,1,1,Không cảnh báo,Thấp,0,0
11429,2425,3,8,35,5,10,8,2,2.4,2.97,85,4,2,1,Không cảnh báo,Thấp,2,0
11430,2425,3,8,35,6,11,11,0,2.55,2.86,87,3,2,1,Không cảnh báo,Thấp,0,0
11431,2425,3,8,35,7,10,7,3,2.0,2.69,89,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
11432,2425,3,8,35,8,10,10,0,3.3,2.79,81,2,2,1,Không cảnh báo,Thấp,1,0
11433,2426,3,8,35,3,10,10,0,3.5,3.5,93,2,1,1,Không cảnh báo,Thấp,0,0
11434,2426,3,8,35,4,11,11,0,3.0,3.24,98,3,1,1,Không cảnh báo,Thấp,0,0
11435,2426,3,8,35,5,10,10,0,3.0,3.16,96,3,1,1,Không cảnh báo,Thấp,0,0
11436,2426,3,8,35,6,11,11,0,2.45,2.98,82,4,2,1,Không cảnh báo,Thấp,0,0
11437,2426,3,8,35,7,10,10,0,2.4,2.87,93,4,1,1,Không cảnh báo,Thấp,0,0
11438,2426,3,8,35,8,10,10,0,3.2,2.92,94,2,1,1,Không cảnh báo,Thấp,0,0
11439,2427,3,8,35,3,10,10,0,3.0,3.0,91,3,1,1,Không cảnh báo,Thấp,0,0
11440,2427,3,8,35,4,11,11,0,2.55,2.76,87,3,2,1,Không cảnh báo,Thấp,0,0
11441,2427,3,8,35,5,10,10,0,2.6,2.71,75,3,3,1,Không cảnh báo,Thấp,0,0
11442,2427,3,8,35,6,11,11,0,3.18,2.83,93,3,1,1,Không cảnh báo,Thấp,0,0
11443,2427,3,8,35,7,10,10,0,3.1,2.88,84,3,2,1,Không cảnh báo,Thấp,0,0
11444,2427,3,8,35,8,10,10,0,1.8,2.71,83,5,2,2,Cảnh báo nhẹ,Trung bình,0,1
11445,2428,3,8,35,3,10,10,0,3.5,3.5,96,2,1,1,Không cảnh báo,Thấp,0,0
11446,2428,3,8,35,4,11,11,0,3.0,3.24,93,3,1,1,Không cảnh báo,Thấp,0,0
11447,2428,3,8,35,5,10,10,0,1.8,2.77,91,5,1,2,Cảnh báo nhẹ,Trung bình,0,1
11448,2428,3,8,35,6,11,11,0,2.45,2.69,76,4,3,1,Không cảnh báo,Thấp,0,0
11449,2428,3,8,35,7,10,10,0,2.1,2.58,82,4,2,1,Không cảnh báo,Thấp,0,0
11450,2428,3,8,35,8,10,10,0,2.1,2.5,85,4,2,1,Không cảnh báo,Thấp,0,0
11451,2429,3,8,35,3,10,8,2,1.9,1.9,80,5,2,2,Cảnh báo nhẹ,Cao,2,1
11452,2429,3,8,35,4,11,11,0,2.45,2.19,86,4,2,1,Không cảnh báo,Trung bình,2,0
11453,2429,3,8,35,5,10,10,0,3.0,2.45,82,3,2,1,Không cảnh báo,Trung bình,2,0
11454,2429,3,8,35,6,11,8,3,2.45,2.45,81,4,2,2,Cảnh báo nhẹ,Trung bình,5,1
11455,2429,3,8,35,7,10,10,0,3.0,2.56,96,3,1,1,Không cảnh báo,Thấp,2,0
11456,2429,3,8,35,8,10,10,0,2.5,2.55,83,3,2,1,Không cảnh báo,Thấp,0,0
11457,2430,3,8,35,3,10,10,0,3.2,3.2,92,2,1,1,Không cảnh báo,Thấp,0,0
11458,2430,3,8,35,4,11,11,0,2.45,2.81,81,4,2,1,Không cảnh báo,Thấp,0,0
11459,2430,3,8,35,5,10,7,3,2.1,2.58,90,4,1,2,Cảnh báo nhẹ,Trung bình,3,1
11460,2430,3,8,35,6,11,11,0,3.0,2.69,84,3,2,1,Không cảnh báo,Trung bình,3,0
11461,2430,3,8,35,7,10,10,0,2.3,2.62,78,4,3,1,Không cảnh báo,Thấp,1,0
11462,2430,3,8,35,8,10,10,0,2.9,2.66,84,3,2,1,Không cảnh báo,Thấp,1,0
11463,2431,3,8,35,3,10,10,0,3.0,3.0,98,3,1,1,Không cảnh báo,Thấp,0,0
11464,2431,3,8,35,4,11,11,0,3.09,3.05,98,3,1,1,Không cảnh báo,Thấp,0,0
11465,2431,3,8,35,5,10,10,0,2.7,2.94,82,3,2,1,Không cảnh báo,Thấp,0,0
11466,2431,3,8,35,6,11,11,0,2.55,2.83,91,3,1,1,Không cảnh báo,Thấp,0,0
11467,2431,3,8,35,7,10,10,0,2.5,2.77,76,3,3,1,Không cảnh báo,Thấp,0,0
11468,2431,3,8,35,8,10,10,0,3.3,2.85,83,2,2,1,Không cảnh báo,Thấp,0,0
11469,2432,3,8,35,3,10,10,0,3.0,3.0,94,3,1,1,Không cảnh báo,Thấp,0,0
11470,2432,3,8,35,4,11,11,0,3.27,3.14,79,2,3,1,Không cảnh báo,Thấp,0,0
11471,2432,3,8,35,5,10,10,0,2.5,2.94,91,3,1,1,Không cảnh báo,Thấp,0,0
11472,2432,3,8,35,6,11,11,0,2.55,2.83,91,3,1,1,Không cảnh báo,Thấp,0,0
11473,2432,3,8,35,7,10,10,0,2.7,2.81,84,3,2,1,Không cảnh báo,Thấp,0,0
11474,2432,3,8,35,8,10,10,0,2.3,2.73,92,4,1,1,Không cảnh báo,Thấp,0,0
11475,2433,3,8,35,3,10,10,0,3.0,3.0,91,3,1,1,Không cảnh báo,Thấp,0,0
11476,2433,3,8,35,4,11,11,0,2.82,2.9,94,3,1,1,Không cảnh báo,Thấp,0,0
11477,2433,3,8,35,5,10,10,0,2.9,2.9,82,3,2,1,Không cảnh báo,Thấp,0,0
11478,2433,3,8,35,6,11,11,0,2.73,2.86,85,3,2,1,Không cảnh báo,Thấp,0,0
11479,2433,3,8,35,7,10,10,0,2.8,2.85,84,3,2,1,Không cảnh báo,Thấp,0,0
11480,2433,3,8,35,8,10,10,0,2.5,2.79,91,3,1,1,Không cảnh báo,Thấp,0,0
11481,2434,3,8,35,3,10,10,0,2.5,2.5,82,3,2,1,Không cảnh báo,Thấp,0,0
11482,2434,3,8,35,4,11,11,0,2.55,2.52,92,3,1,1,Không cảnh báo,Thấp,0,0
11483,2434,3,8,35,5,10,10,0,3.0,2.68,85,3,2,1,Không cảnh báo,Thấp,0,0
11484,2434,3,8,35,6,11,11,0,3.0,2.76,82,3,2,1,Không cảnh báo,Thấp,0,0
11485,2434,3,8,35,7,10,8,2,1.5,2.52,65,5,3,3,Cảnh báo trung bình,Trung bình,2,1
11486,2434,3,8,35,8,10,10,0,2.4,2.5,89,4,2,1,Không cảnh báo,Thấp,0,0
11487,2435,3,8,35,3,10,10,0,3.2,3.2,98,2,1,1,Không cảnh báo,Thấp,0,0
11488,2435,3,8,35,4,11,11,0,2.82,3.0,89,3,2,1,Không cảnh báo,Thấp,0,0
11489,2435,3,8,35,5,10,10,0,3.0,3.0,83,3,2,1,Không cảnh báo,Thấp,0,0
11490,2435,3,8,35,6,11,8,3,2.45,2.86,95,4,1,2,Cảnh báo nhẹ,Trung bình,3,1
11491,2435,3,8,35,7,10,10,0,2.8,2.85,84,3,2,1,Không cảnh báo,Thấp,1,0
11492,2435,3,8,35,8,10,8,2,2.4,2.77,82,4,2,1,Không cảnh báo,Thấp,2,0
11493,2436,3,8,35,3,10,10,0,3.3,3.3,92,2,1,1,Không cảnh báo,Thấp,0,0
11494,2436,3,8,35,4,11,11,0,3.0,3.14,89,3,2,1,Không cảnh báo,Thấp,0,0
11495,2436,3,8,35,5,10,10,0,2.8,3.03,83,3,2,1,Không cảnh báo,Thấp,0,0
11496,2436,3,8,35,6,11,11,0,3.09,3.05,96,3,1,1,Không cảnh báo,Thấp,0,0
11497,2436,3,8,35,7,10,8,2,2.4,2.92,76,4,3,1,Không cảnh báo,Thấp,2,0
11498,2436,3,8,35,8,10,10,0,3.0,2.94,79,3,3,1,Không cảnh báo,Thấp,2,0
11499,2437,3,8,35,3,10,10,0,2.8,2.8,83,3,2,1,Không cảnh báo,Thấp,0,0
11500,2437,3,8,35,4,11,11,0,2.09,2.43,91,4,1,1,Không cảnh báo,Trung bình,0,0
11501,2437,3,8,35,5,10,10,0,3.2,2.68,87,2,2,1,Không cảnh báo,Thấp,0,0
11502,2437,3,8,35,6,11,11,0,2.82,2.71,95,3,1,1,Không cảnh báo,Thấp,0,0
11503,2437,3,8,35,7,10,10,0,3.0,2.77,90,3,1,1,Không cảnh báo,Thấp,0,0
11504,2437,3,8,35,8,10,10,0,2.8,2.77,79,3,3,1,Không cảnh báo,Thấp,0,0
11505,2438,3,8,35,3,10,10,0,2.7,2.7,89,3,2,1,Không cảnh báo,Thấp,0,0
11506,2438,3,8,35,4,11,11,0,2.73,2.71,96,3,1,1,Không cảnh báo,Thấp,0,0
11507,2438,3,8,35,5,10,7,3,1.8,2.42,94,5,1,2,Cảnh báo nhẹ,Trung bình,3,1
11508,2438,3,8,35,6,11,11,0,2.91,2.55,97,3,1,1,Không cảnh báo,Trung bình,3,0
11509,2438,3,8,35,7,10,10,0,2.5,2.54,78,3,3,1,Không cảnh báo,Trung bình,3,0
11510,2438,3,8,35,8,10,10,0,2.3,2.5,90,4,1,1,Không cảnh báo,Thấp,1,0
11511,2439,3,8,35,3,10,10,0,3.0,3.0,89,3,2,1,Không cảnh báo,Thấp,0,0
11512,2439,3,8,35,4,11,11,0,3.0,3.0,96,3,1,1,Không cảnh báo,Thấp,0,0
11513,2439,3,8,35,5,10,8,2,2.0,2.68,74,4,3,1,Không cảnh báo,Thấp,2,0
11514,2439,3,8,35,6,11,11,0,2.45,2.62,94,4,1,1,Không cảnh báo,Thấp,2,0
11515,2439,3,8,35,7,10,10,0,2.3,2.56,68,4,3,1,Không cảnh báo,Trung bình,0,0
11516,2439,3,8,35,8,10,10,0,2.7,2.58,83,3,2,1,Không cảnh báo,Thấp,0,0
11517,2440,3,8,35,3,10,10,0,3.0,3.0,79,3,3,1,Không cảnh báo,Thấp,0,0
11518,2440,3,8,35,4,11,11,0,2.82,2.9,87,3,2,1,Không cảnh báo,Thấp,0,0
11519,2440,3,8,35,5,10,7,3,2.3,2.71,75,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
11520,2440,3,8,35,6,11,8,3,1.64,2.43,76,5,3,3,Cảnh báo trung bình,Cao,6,2
11521,2440,3,8,35,7,10,7,3,2.0,2.35,82,4,2,2,Cảnh báo nhẹ,Cao,9,3
11522,2440,3,8,35,8,10,10,0,2.0,2.29,70,4,3,1,Không cảnh báo,Cao,9,0
11523,2441,3,8,35,3,10,10,0,2.8,2.8,82,3,2,1,Không cảnh báo,Thấp,0,0
11524,2441,3,8,35,4,11,11,0,3.27,3.05,87,2,2,1,Không cảnh báo,Thấp,0,0
11525,2441,3,8,35,5,10,10,0,2.5,2.87,96,3,1,1,Không cảnh báo,Thấp,0,0
11526,2441,3,8,35,6,11,11,0,2.27,2.71,92,4,1,1,Không cảnh báo,Thấp,0,0
11527,2441,3,8,35,7,10,7,3,1.9,2.56,79,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
11528,2441,3,8,35,8,10,10,0,2.5,2.55,83,3,2,1,Không cảnh báo,Thấp,0,0
11529,2442,3,8,35,3,10,10,0,3.3,3.3,85,2,2,1,Không cảnh báo,Thấp,0,0
11530,2442,3,8,35,4,11,11,0,2.82,3.05,85,3,2,1,Không cảnh báo,Thấp,0,0
11531,2442,3,8,35,5,10,10,0,2.5,2.87,80,3,2,1,Không cảnh báo,Thấp,0,0
11532,2442,3,8,35,6,11,11,0,2.64,2.81,68,3,3,1,Không cảnh báo,Trung bình,0,0
11533,2442,3,8,35,7,10,10,0,3.0,2.85,86,3,2,1,Không cảnh báo,Thấp,0,0
11534,2442,3,8,35,8,10,10,0,3.0,2.87,81,3,2,1,Không cảnh báo,Thấp,0,0
11535,2443,3,8,35,3,10,10,0,3.3,3.3,85,2,2,1,Không cảnh báo,Thấp,0,0
11536,2443,3,8,35,4,11,11,0,2.45,2.86,85,4,2,1,Không cảnh báo,Thấp,0,0
11537,2443,3,8,35,5,10,10,0,2.8,2.84,82,3,2,1,Không cảnh báo,Thấp,0,0
11538,2443,3,8,35,6,11,11,0,2.45,2.74,74,4,3,1,Không cảnh báo,Thấp,0,0
11539,2443,3,8,35,7,10,7,3,2.1,2.62,82,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
11540,2443,3,8,35,8,10,10,0,2.5,2.6,80,3,2,1,Không cảnh báo,Trung bình,3,0
11541,2444,3,8,35,3,10,8,2,2.1,2.1,82,4,2,1,Không cảnh báo,Trung bình,2,0
11542,2444,3,8,35,4,11,8,3,1.73,1.9,83,5,2,3,Cảnh báo trung bình,Cao,5,1
11543,2444,3,8,35,5,10,10,0,2.2,2.0,77,4,3,1,Không cảnh báo,Trung bình,5,0
11544,2444,3,8,35,6,11,11,0,2.0,2.0,83,4,2,1,Không cảnh báo,Trung bình,5,0
11545,2444,3,8,35,7,10,10,0,2.4,2.08,70,4,3,1,Không cảnh báo,Trung bình,5,0
11546,2444,3,8,35,8,10,10,0,2.8,2.19,82,3,2,1,Không cảnh báo,Trung bình,5,0
11547,2445,3,8,35,3,10,10,0,3.0,3.0,95,3,1,1,Không cảnh báo,Thấp,0,0
11548,2445,3,8,35,4,11,11,0,3.0,3.0,80,3,2,1,Không cảnh báo,Thấp,0,0
11549,2445,3,8,35,5,10,10,0,2.8,2.94,84,3,2,1,Không cảnh báo,Thấp,0,0
11550,2445,3,8,35,6,11,11,0,3.0,2.95,78,3,3,1,Không cảnh báo,Thấp,0,0
11551,2445,3,8,35,7,10,8,2,2.1,2.79,81,4,2,1,Không cảnh báo,Thấp,2,0
11552,2445,3,8,35,8,10,10,0,2.9,2.81,88,3,2,1,Không cảnh báo,Thấp,2,0
11553,2446,3,8,35,3,10,10,0,3.0,3.0,89,3,2,1,Không cảnh báo,Thấp,0,0
11554,2446,3,8,35,4,11,11,0,3.0,3.0,90,3,1,1,Không cảnh báo,Thấp,0,0
11555,2446,3,8,35,5,10,7,3,1.6,2.55,74,5,3,3,Cảnh báo trung bình,Trung bình,3,1
11556,2446,3,8,35,6,11,11,0,2.45,2.52,97,4,1,1,Không cảnh báo,Thấp,1,0
11557,2446,3,8,35,7,10,10,0,3.0,2.62,94,3,1,1,Không cảnh báo,Thấp,0,0
11558,2446,3,8,35,8,10,10,0,2.7,2.63,87,3,2,1,Không cảnh báo,Thấp,0,0
11559,2447,3,8,35,3,10,10,0,2.5,2.5,94,3,1,1,Không cảnh báo,Thấp,0,0
11560,2447,3,8,35,4,11,11,0,2.82,2.67,81,3,2,1,Không cảnh báo,Thấp,0,0
11561,2447,3,8,35,5,10,8,2,1.6,2.32,88,5,2,3,Cảnh báo trung bình,Trung bình,2,1
11562,2447,3,8,35,6,11,11,0,2.91,2.48,79,3,3,1,Không cảnh báo,Trung bình,2,0
11563,2447,3,8,35,7,10,10,0,2.5,2.48,85,3,2,1,Không cảnh báo,Trung bình,2,0
11564,2447,3,8,35,8,10,7,3,2.3,2.45,72,4,3,2,Cảnh báo nhẹ,Trung bình,5,1
11565,2448,3,8,35,3,10,10,0,2.7,2.7,90,3,1,1,Không cảnh báo,Thấp,0,0
11566,2448,3,8,35,4,11,8,3,2.45,2.57,87,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
11567,2448,3,8,35,5,10,10,0,2.4,2.52,92,4,1,1,Không cảnh báo,Trung bình,3,0
11568,2448,3,8,35,6,11,9,2,1.91,2.36,85,5,2,2,Cảnh báo nhẹ,Trung bình,5,1
11569,2448,3,8,35,7,10,7,3,1.9,2.27,89,5,2,2,Cảnh báo nhẹ,Cao,6,2
11570,2448,3,8,35,8,10,10,0,2.9,2.37,89,3,2,1,Không cảnh báo,Trung bình,6,0
11571,2449,3,8,35,3,10,10,0,3.3,3.3,100,2,1,1,Không cảnh báo,Thấp,0,0
11572,2449,3,8,35,4,11,8,3,2.0,2.62,87,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
11573,2449,3,8,35,5,10,10,0,3.3,2.84,81,2,2,1,Không cảnh báo,Trung bình,3,0
11574,2449,3,8,35,6,11,11,0,2.0,2.62,68,4,3,1,Không cảnh báo,Trung bình,3,0
11575,2449,3,8,35,7,10,10,0,2.3,2.56,82,4,2,1,Không cảnh báo,Trung bình,3,0
11576,2449,3,8,35,8,10,8,2,2.1,2.48,77,4,3,1,Không cảnh báo,Trung bình,2,0
11577,2450,3,8,35,3,10,10,0,3.0,3.0,85,3,2,1,Không cảnh báo,Thấp,0,0
11578,2450,3,8,35,4,11,11,0,3.0,3.0,95,3,1,1,Không cảnh báo,Thấp,0,0
11579,2450,3,8,35,5,10,7,3,2.6,2.87,89,3,2,2,Cảnh báo nhẹ,Trung bình,3,1
11580,2450,3,8,35,6,11,11,0,3.0,2.9,94,3,1,1,Không cảnh báo,Thấp,0,0
11581,2450,3,8,35,7,10,8,2,2.7,2.87,86,3,2,1,Không cảnh báo,Thấp,2,0
11582,2450,3,8,35,8,10,10,0,3.3,2.94,83,2,2,1,Không cảnh báo,Thấp,0,0
11583,2451,3,8,35,3,10,10,0,2.8,2.8,85,3,2,1,Không cảnh báo,Thấp,0,0
11584,2451,3,8,35,4,11,11,0,3.45,3.14,91,2,1,1,Không cảnh báo,Thấp,0,0
11585,2451,3,8,35,5,10,10,0,3.1,3.13,84,3,2,1,Không cảnh báo,Thấp,0,0
11586,2451,3,8,35,6,11,11,0,2.82,3.05,73,3,3,1,Không cảnh báo,Thấp,0,0
11587,2451,3,8,35,7,10,7,3,2.3,2.9,81,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
11588,2451,3,8,35,8,10,10,0,3.3,2.97,85,2,2,1,Không cảnh báo,Thấp,1,0
11589,2452,3,8,35,3,10,10,0,3.0,3.0,94,3,1,1,Không cảnh báo,Thấp,0,0
11590,2452,3,8,35,4,11,11,0,2.82,2.9,89,3,2,1,Không cảnh báo,Thấp,0,0
11591,2452,3,8,35,5,10,10,0,2.5,2.77,68,3,3,1,Không cảnh báo,Trung bình,0,0
11592,2452,3,8,35,6,11,9,2,2.45,2.69,79,4,3,1,Không cảnh báo,Thấp,2,0
11593,2452,3,8,35,7,10,10,0,2.4,2.63,80,4,2,1,Không cảnh báo,Thấp,2,0
11594,2452,3,8,35,8,10,8,2,1.9,2.52,72,5,3,2,Cảnh báo nhẹ,Trung bình,4,1
11595,2453,3,8,35,3,10,10,0,3.5,3.5,96,2,1,1,Không cảnh báo,Thấp,0,0
11596,2453,3,8,35,4,11,11,0,3.0,3.24,97,3,1,1,Không cảnh báo,Thấp,0,0
11597,2453,3,8,35,5,10,10,0,3.0,3.16,100,3,1,1,Không cảnh báo,Thấp,0,0
11598,2453,3,8,35,6,11,11,0,3.18,3.17,97,3,1,1,Không cảnh báo,Thấp,0,0
11599,2453,3,8,35,7,10,10,0,2.8,3.1,91,3,1,1,Không cảnh báo,Thấp,0,0
11600,2453,3,8,35,8,10,10,0,2.7,3.03,84,3,2,1,Không cảnh báo,Thấp,0,0
11601,2454,3,8,35,3,10,10,0,3.5,3.5,81,2,2,1,Không cảnh báo,Thấp,0,0
11602,2454,3,8,35,4,11,11,0,2.55,3.0,96,3,1,1,Không cảnh báo,Thấp,0,0
11603,2454,3,8,35,5,10,10,0,3.3,3.1,90,2,1,1,Không cảnh báo,Thấp,0,0
11604,2454,3,8,35,6,11,11,0,2.55,2.95,85,3,2,1,Không cảnh báo,Thấp,0,0
11605,2454,3,8,35,7,10,10,0,2.8,2.92,86,3,2,1,Không cảnh báo,Thấp,0,0
11606,2454,3,8,35,8,10,10,0,3.0,2.94,92,3,1,1,Không cảnh báo,Thấp,0,0
11607,2455,3,8,35,3,10,10,0,3.3,3.3,96,2,1,1,Không cảnh báo,Thấp,0,0
11608,2455,3,8,35,4,11,11,0,2.45,2.86,87,4,2,1,Không cảnh báo,Thấp,0,0
11609,2455,3,8,35,5,10,10,0,3.0,2.9,96,3,1,1,Không cảnh báo,Thấp,0,0
11610,2455,3,8,35,6,11,11,0,3.0,2.93,89,3,2,1,Không cảnh báo,Thấp,0,0
11611,2455,3,8,35,7,10,10,0,2.8,2.9,91,3,1,1,Không cảnh báo,Thấp,0,0
11612,2455,3,8,35,8,10,10,0,3.3,2.97,90,2,1,1,Không cảnh báo,Thấp,0,0
